code,type,title,lyrics,pinyin
Y4-8,PnW,一生爱祢,"亲爱的宝贵耶稣，祢爱何等地甘甜，我的心深深被祢吸引，爱祢是我的喜乐。
一生爱祢，一生敬拜祢。一生爱祢，一生荣耀祢。
一生奉献，一生不回头。一生爱祢，跟随祢。",qin ai de bao gui ye su mi ai he deng di gan tian wo de xin shen shen bei mi xi yin ai mi shi wo de xi le yi sheng ai mi yi sheng jing bai mi yi sheng ai mi yi sheng rong yao mi yi sheng feng xian yi sheng bu hui tou yi sheng ai mi gen sui mi
Y4-9,PnW,一生一世,"耶和华是我的亮光，耶和华是我的拯救。
耶和华是我性命的保障，我还惧谁呢？
耶和华是我的盾牌，耶和华是我的高台。
耶和华是我性命的保障，我还惧谁呢？
有一件事我曾寻求，我仍要寻求，就是
一生一世住在耶和华的殿中，瞻仰祂荣美。
有一件事我曾寻求，我仍要寻求，就是
一生一世住在耶和华的殿中，寻求祂的面。",ye he hua shi wo de liang guang ye he hua shi wo de zheng jiu ye he hua shi wo xing ming de bao zhang wo hai ju shui ne ye he hua shi wo de dun pai ye he hua shi wo de gao tai ye he hua shi wo xing ming de bao zhang wo hai ju shui ne you yi jian shi wo ceng xun qiu wo reng yao xun qiu jiu shi yi sheng yi shi zhu zai ye he hua de dian zhong zhan yang ta rong mei you yi jian shi wo ceng xun qiu wo reng yao xun qiu jiu shi yi sheng yi shi zhu zai ye he hua de dian zhong xun qiu ta de mian
Y5-1,PnW,仰望祢十架,"耶稣 每当我仰望你十架
就让我想起你的爱 你那牺牲的爱
耶稣 每当我领受你大爱
我愿全心全意来回应你这份爱

耶稣 每当我们望你十架
就让我想起你被卖 你在十架的伤害
耶稣 看见你顺服的榜样
我愿舍弃一切走往十架的方向

你承受了人们的羞辱
忍受那十架上的痛苦
为要叫我们得救赎 领受丰盛的祝福
我承接你话语的吩咐
愿意走在十架的道路
让我生命活出你的大使命
我愿意为你而舍己",ye su mei dang wo yang wang ni shi jia jiu rang wo xiang qi ni de ai ni na xi sheng de ai ye su mei dang wo ling shou ni da ai wo yuan quan xin quan yi lai hui ying ni zhe fen ai ye su mei dang wo men wang ni shi jia jiu rang wo xiang qi ni bei mai ni zai shi jia de shang hai ye su kan jian ni shun fu de bang yang wo yuan she qi yi qie zou wang shi jia de fang xiang ni cheng shou le ren men de xiu ru ren shou na shi jia shang de tong ku wei yao jiao wo men de jiu shu ling shou feng sheng de zhu fu wo cheng jie ni hua yu de fen fu yuan yi zou zai shi jia de dao lu rang wo sheng ming huo chu ni de da shi ming wo yuan yi wei ni er she ji
Y5-2,PnW,耶和华的心,"耶和华的心，是平安的意念，一生一世祂定意用恩典为你冠冕；
耶和华的心，是赐福的意念，一生一世祂已应许慈爱永不改变；
当你遇苦难，祂渴望与你共承担，试探中祂要更新你赐够用恩典；
忧伤与愁烦，祂渴望为你来舒缓，唯愿你全心交托，寻求祂荣面。
耶和华的心，是慈爱的意念，一生一世我要赞美信靠到永远。",ye he hua de xin shi ping an de yi nian yi sheng yi shi ta ding yi yong en dian wei ni guan mian ye he hua de xin shi ci fu de yi nian yi sheng yi shi ta yi ying xu ci ai yong bu gai bian dang ni yu ku nan ta ke wang yu ni gong cheng dan shi tan zhong ta yao geng xin ni ci gou yong en dian you shang yu chou fan ta ke wang wei ni lai shu huan wei yuan ni quan xin jiao tuo xun qiu ta rong mian ye he hua de xin shi ci ai de yi nian yi sheng yi shi wo yao zan mei xin kao dao yong yuan
Y5-3,PnW,耶稣的香气,"耶稣你真美丽，无人能比
你的香气吸引我来靠近
耶稣你真美丽，慈爱公义
圣洁荣光充满整个殿宇
我闭上眼睛就看见
你舍弃天上尊荣，将我赎回
我只要静心就听见
你用生命的话语，教我降服谦卑",ye su ni zhen mei li wu ren neng bi ni de xiang qi xi yin wo lai kao jin ye su ni zhen mei li ci ai gong yi sheng jie rong guang chong man zheng ge dian yu wo bi shang yan jing jiu kan jian ni she qi tian shang zun rong jiang wo shu hui wo zhi yao jing xin jiu ting jian ni yong sheng ming de hua yu jiao wo xiang fu qian bei
Y5-4,PnW,因着十架爱,"主你的身体为我舍
你的宝血为我流出
诚然担当我的忧患
背负我的痛苦
因你受鞭伤我得医治
因你受刑罚我得平安
主啊我回转到你面前
我要经历医治和平安
医治和平安
因着十架爱
众罪得赦免
因着十架爱
因着十架爱
因着十架爱
今我得洁净
因着十架爱",zhu ni de shen ti wei wo she ni de bao xue wei wo liu chu cheng ran dan dang wo de you huan bei fu wo de tong ku yin ni shou bian shang wo de yi zhi yin ni shou xing fa wo de ping an zhu a wo hui zhuan dao ni mian qian wo yao jing li yi zhi he ping an yi zhi he ping an yin zhe shi jia ai zhong zui de she mian yin zhe shi jia ai yin zhe shi jia ai yin zhe shi jia ai jin wo de jie jing yin zhe shi jia ai
Y5-5,PnW,勇敢走出去,我并不完美也并不特别，而祢却是为我舍弃生命的主；我时常软弱有时会迷惑，但祢是道路真理和生命。主祢要往哪里走我就跟祢走，领我走到世界尽头，一生不再回头让世界听到我们敬拜，我们的祷告让复兴从我们开始，将主爱带到人群中。纵然有许多的问题，我也不放弃，祢大能赐给我勇气，我会勇敢走出去。,wo bing bu wan mei ye bing bu te bie er mi que shi wei wo she qi sheng ming de zhu wo shi chang ruan ruo you shi hui mi huo dan mi shi dao lu zhen li he sheng ming zhu mi yao wang na li zou wo jiu gen mi zou ling wo zou dao shi jie jin tou yi sheng bu zai hui tou rang shi jie ting dao wo men jing bai wo men de dao gao rang fu xing cong wo men kai shi jiang zhu ai dai dao ren qun zhong zong ran you xu duo de wen ti wo ye bu fang qi mi da neng ci gei wo yong qi wo hui yong gan zou chu qu
Y5-6,PnW,永恒的答问,在世上，有多少欢笑能使你快乐永久？试问谁能支配将来，永远不必担忧？名和利哪天才足够，能使你满足永久？试问就算拥有一切，谁能守住眼前的所有？人世间变幻无穷变幻，今朝有多少光彩在，明日转眼消逝离开，不朽的生命永存在耶稣基督里面，在跟随他的人心间。,zai shi shang you duo shao huan xiao neng shi ni kuai le yong jiu shi wen shui neng zhi pei jiang lai yong yuan bu bi dan you ming he li na tian cai zu gou neng shi ni man zu yong jiu shi wen jiu suan yong you yi qie shui neng shou zhu yan qian de suo you ren shi jian bian huan wu qiong bian huan jin zhao you duo shao guang cai zai ming ri zhuan yan xiao shi li kai bu xiu de sheng ming yong cun zai ye su ji du li mian zai gen sui ta de ren xin jian
Y5-7,PnW,永远不分离,"我要像一颗树按时结果，栽在溪水旁，喜爱祢的话语，昼夜思想。
这是有福的。祢就像葡萄树，我是枝子，常在祢里面，爱我疼我的天父，我是祢孩子。
永远不分离，哦，永远不分离，世上没有任何事能使祢爱隔绝。
永远不分离，哦，永远不分离，留心听祢，侧耳听祢，我是有福的。
像一颗树永不枯干，常在祢里面。",wo yao xiang yi ke shu an shi jie guo zai zai xi shui pang xi ai mi de hua yu zhou ye si xiang zhe shi you fu de mi jiu xiang pu tao shu wo shi zhi zi chang zai mi li mian ai wo teng wo de tian fu wo shi mi hai zi yong yuan bu fen li o yong yuan bu fen li shi shang mei you ren he shi neng shi mi ai ge jue yong yuan bu fen li o yong yuan bu fen li liu xin ting mi ce er ting mi wo shi you fu de xiang yi ke shu yong bu ku gan chang zai mi li mian
Y5-8,PnW,有一件礼物,"有一件礼物 你收到没有
眼睛看不到 你心会知道
这一件礼物 心门外等候
是为了你准备 别人不能收
生命有限 时光也会走
如果你不珍惜 机会难留
礼物虽然好 如果你不要
你怎么能够得到 怎么能得到
亲爱的朋友 你是否想到
马槽的婴孩 是为你而来
亲爱的朋友 你是否了解
最好的礼物是人子主耶稣",you yi jian li wu ni shou dao mei you yan jing kan bu dao ni xin hui zhi dao zhe yi jian li wu xin men wai deng hou shi wei le ni zhun bei bie ren bu neng shou sheng ming you xian shi guang ye hui zou ru guo ni bu zhen xi ji hui nan liu li wu sui ran hao ru guo ni bu yao ni zen me neng gou de dao zen me neng de dao qin ai de peng you ni shi fou xiang dao ma cao de ying hai shi wei ni er lai qin ai de peng you ni shi fou liao jie zui hao de li wu shi ren zi zhu ye su
Y6-10,PnW,以色列的圣者,"以色列的圣者，为我牺牲自己。
神羔羊，你是弥赛亚，耶稣和平之君。
我要跪下来敬拜你主啊，因为你是万王之王。
我要跪下来敬拜你我神，宝贵耶稣和平之君。",yi se lie de sheng zhe wei wo xi sheng zi ji shen gao yang ni shi mi sai ya ye su he ping zhi jun wo yao gui xia lai jing bai ni zhu a yin wei ni shi wan wang zhi wang wo yao gui xia lai jing bai ni wo shen bao gui ye su he ping zhi jun
Y6-11,PnW,愿你国度降临,"神的国度里，有权柄和能力。不要血气，不凭势力，单单倚靠主圣灵。
在神的国度里，是神的子民。不分语言，在祢面前，将荣耀归与祢。
愿祢国度降临在这地，同心高举主耶稣的圣名。愿祢圣灵彰显在这地，施行神迹医治能力；我们行立在祢的同在里。
我们是祢拣选子民，藉着天国使命，靠着圣灵宣扬基督君王的能力。我们是祢天国子民；愿祢带来复兴，再次苏醒，看见祢国度降临。
愿祢国度降临在这地，同心高举主耶稣的圣名。愿祢圣灵彰显在这地，施行神迹医治能力；我们行立在祢的同在里。",shen de guo du li you quan bing he neng li bu yao xue qi bu ping shi li dan dan yi kao zhu sheng ling zai shen de guo du li shi shen de zi min bu fen yu yan zai mi mian qian jiang rong yao gui yu mi yuan mi guo du jiang lin zai zhe di tong xin gao ju zhu ye su de sheng ming yuan mi sheng ling zhang xian zai zhe di shi xing shen ji yi zhi neng li wo men xing li zai mi de tong zai li wo men shi mi jian xuan zi min ji zhe tian guo shi ming kao zhe sheng ling xuan yang ji du jun wang de neng li wo men shi mi tian guo zi min yuan mi dai lai fu xing zai ci su xing kan jian mi guo du jiang lin yuan mi guo du jiang lin zai zhe di tong xin gao ju zhu ye su de sheng ming yuan mi sheng ling zhang xian zai zhe di shi xing shen ji yi zhi neng li wo men xing li zai mi de tong zai li
Y6-2,PnW,耶稣基督是主,"因为祂是万王之王，因为祂是万主之主，唯有祂从死里复活，我要敬拜祂。
荣耀，哈利路亚！欢呼荣耀，哈利路亚！祂是我的主我的王，我要敬拜祂。
因为万膝要跪拜，万口要承认，耶稣基督祂是主。
高唱哈利路亚，哈利路亚，耶稣基督祂是主。",yin wei ta shi wan wang zhi wang yin wei ta shi wan zhu zhi zhu wei you ta cong si li fu huo wo yao jing bai ta rong yao ha li lu ya huan hu rong yao ha li lu ya ta shi wo de zhu wo de wang wo yao jing bai ta yin wei wan xi yao gui bai wan kou yao cheng ren ye su ji du ta shi zhu gao chang ha li lu ya ha li lu ya ye su ji du ta shi zhu
Y6-3,PnW,耶稣给你平安,"这世界虽有苦难，主耶稣是避风港湾，他要给你他要给你平安，源源涌流不断。
耶稣，耶稣给你平安，耶稣给你真正平安。深深在你心里，源源涌流不断；哦！耶稣给你平安。",zhe shi jie sui you ku nan zhu ye su shi bi feng gang wan ta yao gei ni ta yao gei ni ping an yuan yuan yong liu bu duan ye su ye su gei ni ping an ye su gei ni zhen zheng ping an shen shen zai ni xin li yuan yuan yong liu bu duan o ye su gei ni ping an
Y6-4,PnW,耶稣基督是主,"主耶稣是全能真神，诸天都宣扬你的荣耀。
万国万邦齐来敬拜，全地高声欢唱：
“荣耀归于你，颂赞都归于你。”
天上地下万物跪拜，耶稣基督是主。",zhu ye su shi quan neng zhen shen zhu tian dou xuan yang ni de rong yao wan guo wan bang qi lai jing bai quan di gao sheng huan chang rong yao gui yu ni song zan dou gui yu ni tian shang di xia wan wu gui bai ye su ji du shi zhu
Y6-5,PnW,耶稣你已得胜,"这世上的苦难，像海浪不曾停止拍打海岸。
人们相聚离散，有没有一种约定，永远不更改。
谁能告诉我生命的答案，超越了时空的祝福，永远的爱。
耶稣你胜过了世界，胜过了死亡，胜过了黑暗的权势。
坐在父右边，世界的亮光，荣耀的君王。
耶稣，无罪的羔羊，为我走上十字架。",zhe shi shang de ku nan xiang hai lang bu ceng ting zhi pai da hai an ren men xiang ju li san you mei you yi zhong yue ding yong yuan bu geng gai shui neng gao su wo sheng ming de da an chao yue le shi kong de zhu fu yong yuan de ai ye su ni sheng guo le shi jie sheng guo le si wang sheng guo le hei an de quan shi zuo zai fu you bian shi jie de liang guang rong yao de jun wang ye su wu zui de gao yang wei wo zou shang shi zi jia
Y6-6,PnW,耶稣永远掌权,"当我在患难之中，我仍要信靠耶稣
你是我的一切，我心所依靠的
当我的心动摇时，我仍要赞美耶稣
你是我的盼望，我心所依靠的
哈利路亚，哈利路亚，耶稣永远掌权
哈利，哈利，哈利，耶稣永远掌权
白昼，你向我施慈爱
黑夜，我要歌颂祷告
你是我的诗歌，我的避难所
呼叫我抬起头的神",dang wo zai huan nan zhi zhong wo reng yao xin kao ye su ni shi wo de yi qie wo xin suo yi kao de dang wo de xin dong yao shi wo reng yao zan mei ye su ni shi wo de pan wang wo xin suo yi kao de ha li lu ya ha li lu ya ye su yong yuan zhang quan ha li ha li ha li ye su yong yuan zhang quan bai zhou ni xiang wo shi ci ai hei ye wo yao ge song dao gao ni shi wo de shi ge wo de bi nan suo hu jiao wo tai qi tou de shen
Y6-7,PnW,一颗谦卑的心,"求你给我一颗谦卑的心，给我一颗受教的灵，
好让我能走在你的旨意里，如同耶稣的生命。
求你给我一颗谦卑的心，给我一颗受教的灵，
好让我能走在你的旨意里，如同耶稣的生命。
帮助我更多的祷告，帮助我更深的倚靠，
单单相信你，深深敬畏你，一生要跟随你。",qiu ni gei wo yi ke qian bei de xin gei wo yi ke shou jiao de ling hao rang wo neng zou zai ni de zhi yi li ru tong ye su de sheng ming qiu ni gei wo yi ke qian bei de xin gei wo yi ke shou jiao de ling hao rang wo neng zou zai ni de zhi yi li ru tong ye su de sheng ming bang zhu wo geng duo de dao gao bang zhu wo geng shen de yi kao dan dan xiang xin ni shen shen jing wei ni yi sheng yao gen sui ni
Y6-8,PnW,以利亚的日子,"这是以利亚的日子，齐宣扬我主的话语，
这是祢仆人的日子，摩西公义今正被显明。
虽然这苦难的日子，充满饥荒黑暗刀剑，而
我们仍要在这旷野的呼喊：预备耶和华的道路！

这是以西结的日子，枯干的骸骨正复活，
这是祢仆人的日子，大卫重新建造赞美殿。
这是大收割的日子，看哪庄稼已发白，
我们是祢葡萄园的工人，齐宣扬我主的话语。

看祂降临，驾着天上云，
闪耀如烈日，号筒声吹响，
扬起你声，这是恩典的禧年，
救赎恩典从锡安山而来。",zhe shi yi li ya de ri zi qi xuan yang wo zhu de hua yu zhe shi mi pu ren de ri zi mo xi gong yi jin zheng bei xian ming sui ran zhe ku nan de ri zi chong man ji huang hei an dao jian er wo men reng yao zai zhe kuang ye de hu han yu bei ye he hua de dao lu zhe shi yi xi jie de ri zi ku gan de hai gu zheng fu huo zhe shi mi pu ren de ri zi da wei chong xin jian zao zan mei dian zhe shi da shou ge de ri zi kan na zhuang jia yi fa bai wo men shi mi pu tao yuan de gong ren qi xuan yang wo zhu de hua yu kan ta jiang lin jia zhe tian shang yun shan yao ru lie ri hao tong sheng chui xiang yang qi ni sheng zhe shi en dian de xi nian jiu shu en dian cong xi an shan er lai
Y6-9,PnW,一切歌颂赞美,"一切歌颂赞美都归我主我的神，你是配得歌颂与赞美。
我们高声呼喊，高举耶稣之名，哈利路亚。
赞美主哈利路亚，赞美主哈利路亚，哈利路亚。
赞美主哈利路亚，赞美主哈利路亚，哈利路亚。",yi qie ge song zan mei dou gui wo zhu wo de shen ni shi pei de ge song yu zan mei wo men gao sheng hu han gao ju ye su zhi ming ha li lu ya zan mei zhu ha li lu ya zan mei zhu ha li lu ya ha li lu ya zan mei zhu ha li lu ya zan mei zhu ha li lu ya ha li lu ya
Y7-1,PnW,耶和华我的磐石,"耶和华我的磐石，是应当称颂的。
你教导我的手争战，教导我的指头打仗；
耶和华我的磐石，是应当称颂的。
你赐给我智慧谋略，教导我心坚定于你。
神啊，我要向你唱新歌，我慈爱的主。
你是我的山寨，我的高台。
神啊，我要向你弹琴，歌颂我的救主。
你是我的盾牌，你是我，我所投靠的主。",ye he hua wo de pan shi shi ying dang cheng song de ni jiao dao wo de shou zheng zhan jiao dao wo de zhi tou da zhang ye he hua wo de pan shi shi ying dang cheng song de ni ci gei wo zhi hui mou lve jiao dao wo xin jian ding yu ni shen a wo yao xiang ni chang xin ge wo ci ai de zhu ni shi wo de shan zhai wo de gao tai shen a wo yao xiang ni tan qin ge song wo de jiu zhu ni shi wo de dun pai ni shi wo wo suo tou kao de zhu
Y7-2,PnW,耶和华行了大事,"耶和华已经为我们行了大事，祂铺张云彩当遮盖，夜间使火光照。
耶和华已经为我们行了大事，祂在旷野之处使水流成河。
耶和华已经为我们行了大事，祂命令狂风止息，那波浪就平静。
耶和华已经为我们行了大事，祂张开双手我们就得饱足。
我们要欢呼，述说祂的作为，我们依靠神，就能施展大能。
我们要歌颂，要欢呼；述说祂的作为。我们依靠神，就能施展大能。
祂必带领选民欢呼向前；祂将列国的地赐给我们。
祂必带领选民欢呼向前；祂将列国的地赐给我们。",ye he hua yi jing wei wo men xing le da shi ta pu zhang yun cai dang zhe gai ye jian shi huo guang zhao ye he hua yi jing wei wo men xing le da shi ta zai kuang ye zhi chu shi shui liu cheng he ye he hua yi jing wei wo men xing le da shi ta ming ling kuang feng zhi xi na bo lang jiu ping jing ye he hua yi jing wei wo men xing le da shi ta zhang kai shuang shou wo men jiu de bao zu wo men yao huan hu shu shuo ta de zuo wei wo men yi kao shen jiu neng shi zhan da neng wo men yao ge song yao huan hu shu shuo ta de zuo wei wo men yi kao shen jiu neng shi zhan da neng ta bi dai ling xuan min huan hu xiang qian ta jiang lie guo de di ci gei wo men ta bi dai ling xuan min huan hu xiang qian ta jiang lie guo de di ci gei wo men
Y7-3,PnW,耶和华祝福满满,"田中的白鹭丝，无欠缺什么；山顶的百合花，春天现香味。
总是全能的上帝，每日赏赐真福气，使地上发芽、结实，显出爱疼的根据。
耶和华祝福满满，亲像海边土沙，恩典慈爱直到万世代。
我要举手敬拜祂，出欢喜的歌声，赞美称颂祂名永无息。",tian zhong de bai lu si wu qian que shen me shan ding de bai he hua chun tian xian xiang wei zong shi quan neng de shang di mei ri shang ci zhen fu qi shi di shang fa ya jie shi xian chu ai teng de gen ju ye he hua zhu fu man man qin xiang hai bian tu sha en dian ci ai zhi dao wan shi dai wo yao ju shou jing bai ta chu huan xi de ge sheng zan mei cheng song ta ming yong wu xi
Y7-4,PnW,耶稣我要爱慕你,"耶稣，我要爱慕你，我要爱慕你，倾倒我的生命。
你是我唯一所求，让我心单单渴慕你。
我心满溢，我心满溢，对你的爱和思念无止尽。
让我走向你的身旁，贴近你，主啊，我渴慕寻求你。",ye su wo yao ai mu ni wo yao ai mu ni qing dao wo de sheng ming ni shi wo wei yi suo qiu rang wo xin dan dan ke mu ni wo xin man yi wo xin man yi dui ni de ai he si nian wu zhi jin rang wo zou xiang ni de shen pang tie jin ni zhu a wo ke mu xun qiu ni
Y7-5,PnW,永恒唯一的盼望,"有一位真神，祂名字叫耶稣，祂来到这世界上，为要救赎你。
生命的意义，尽在这福音里，只要你开口呼喊，耶稣。
耶稣是生命一切问题的解答，耶稣是生命一切黑暗的亮光。
将忧伤变为喜乐，将惧怕变为力量，耶稣是永恒唯一的盼望。",you yi wei zhen shen ta ming zi jiao ye su ta lai dao zhe shi jie shang wei yao jiu shu ni sheng ming de yi yi jin zai zhe fu yin li zhi yao ni kai kou hu han ye su ye su shi sheng ming yi qie wen ti de jie da ye su shi sheng ming yi qie hei an de liang guang jiang you shang bian wei xi le jiang ju pa bian wei li liang ye su shi yong heng wei yi de pan wang
Y8-1,PnW,耶和华祢是我的神,"耶和华你是我的神，我要时时称颂你的名。
你是我的盾牌，是我的荣耀，又是叫我抬起头的神。
纵然仇敌围绕攻击我，在你怀中必不怕遭害。
你是我的神，我所倚靠的，你同在使我全然得胜。",ye he hua ni shi wo de shen wo yao shi shi cheng song ni de ming ni shi wo de dun pai shi wo de rong yao you shi jiao wo tai qi tou de shen zong ran chou di wei rao gong ji wo zai ni huai zhong bi bu pa zao hai ni shi wo de shen wo suo yi kao de ni tong zai shi wo quan ran de sheng
Y8-2,PnW,因祢圣名我们敬拜,"耶稣因祢圣名我们敬拜
跪下在祢面前来敬拜
耶稣因祢圣名我们敬拜
也承认祢是主
耶稣是主
耶稣是主
恳求圣灵指教我
耶稣基督是主",ye su yin mi sheng ming wo men jing bai gui xia zai mi mian qian lai jing bai ye su yin mi sheng ming wo men jing bai ye cheng ren mi shi zhu ye su shi zhu ye su shi zhu ken qiu sheng ling zhi jiao wo ye su ji du shi zhu
Y8-3,PnW,愿祢荣耀国度降临,"主，我们谦卑屈膝，来跟随祢的话语，在万民中作祢的子民。
主，我们谦卑屈膝，定意为圣洁国民，在万国中宣扬祢圣名。
愿祢荣耀国度降临我们中间，圣灵降下焚烧众人心灵，复兴我们为失丧灵魂代求，悔改祢宝座前；同心合意，刚强壮胆往普天下去。
愿祢荣耀国度降临我们中间，圣灵降下焚烧众人心灵，复兴我们为失丧灵魂代求，建立祢的教会，传扬福音，愿祢荣耀在全地彰显。",zhu wo men qian bei qu xi lai gen sui mi de hua yu zai wan min zhong zuo mi de zi min zhu wo men qian bei qu xi ding yi wei sheng jie guo min zai wan guo zhong xuan yang mi sheng ming yuan mi rong yao guo du jiang lin wo men zhong jian sheng ling jiang xia fen shao zhong ren xin ling fu xing wo men wei shi sang ling hun dai qiu hui gai mi bao zuo qian tong xin he yi gang qiang zhuang dan wang pu tian xia qu yuan mi rong yao guo du jiang lin wo men zhong jian sheng ling jiang xia fen shao zhong ren xin ling fu xing wo men wei shi sang ling hun dai qiu jian li mi de jiao hui chuan yang fu yin yuan mi rong yao zai quan di zhang xian
Y9-1,PnW,耶和华的膀臂环绕我,"当有危难临到我面前，如漫漫长夜无尽无边
何处能寻找到生命亮光，伴我度过每个明天
虽遭仇敌围困我眼前，如涛涛大水漫过胸间
耶和华的膀臂环绕着我，救我脱离死亡的深渊
他擦干我不住的泪水，他抚平我伤痛的心田
他是我的力量，我的避难所，我要一生赞美称颂他万万年
我的过犯他不再记念，我虽软弱他能力加添
耶和华的膀臂环绕着我，他的慈爱长存到永远",dang you wei nan lin dao wo mian qian ru man man chang ye wu jin wu bian he chu neng xun zhao dao sheng ming liang guang ban wo du guo mei ge ming tian sui zao chou di wei kun wo yan qian ru tao tao da shui man guo xiong jian ye he hua de bang bi huan rao zhe wo jiu wo tuo li si wang de shen yuan ta ca gan wo bu zhu de lei shui ta fu ping wo shang tong de xin tian ta shi wo de li liang wo de bi nan suo wo yao yi sheng zan mei cheng song ta wan wan nian wo de guo fan ta bu zai ji nian wo sui ruan ruo ta neng li jia tian ye he hua de bang bi huan rao zhe wo ta de ci ai chang cun dao yong yuan
Z10-1,PnW,在耶稣里我们是一家人,"在耶稣里我们是一家人
在耶稣里我们是一家人
在耶稣里我们是一家人
在耶稣里我们是一家人
从今直到永永远远
在耶稣里我们是一家人",zai ye su li wo men shi yi jia ren zai ye su li wo men shi yi jia ren zai ye su li wo men shi yi jia ren zai ye su li wo men shi yi jia ren cong jin zhi dao yong yong yuan yuan zai ye su li wo men shi yi jia ren
Z3-1,PnW,赞美祭,我们献上赞美的祭，来进入神的殿中。我们献上赞美的祭，来进入神的殿中。我们以感恩的心，来向你献上感谢的祭。我们以喜乐的心，来献上赞美的祭。,wo men xian shang zan mei de ji lai jin ru shen de dian zhong wo men xian shang zan mei de ji lai jin ru shen de dian zhong wo men yi gan en de xin lai xiang ni xian shang gan xie de ji wo men yi xi le de xin lai xian shang zan mei de ji
Z3-2,PnW,主祷文,我们在天上的父，愿人都尊祢的名为圣，愿祢的国度降临，愿祢的旨意行在地上，如同行在天上。我们日用的饮食，今日赐给我们，免我们所欠的债，如同我们免了人的债，哈利路亚。不叫我们遇见试探，救我们脱离凶恶；因为国度权柄和荣耀，全是祢的直到永远。我要一生一世寻求，在主殿中瞻仰祢荣美，因为国度权柄和荣耀，全是祢的直到永远。,wo men zai tian shang de fu yuan ren dou zun mi de ming wei sheng yuan mi de guo du jiang lin yuan mi de zhi yi xing zai di shang ru tong xing zai tian shang wo men ri yong de yin shi jin ri ci gei wo men mian wo men suo qian de zhai ru tong wo men mian le ren de zhai ha li lu ya bu jiao wo men yu jian shi tan jiu wo men tuo li xiong e yin wei guo du quan bing he rong yao quan shi mi de zhi dao yong yuan wo yao yi sheng yi shi xun qiu zai zhu dian zhong zhan yang mi rong mei yin wei guo du quan bing he rong yao quan shi mi de zhi dao yong yuan
Z3-3,PnW,主恩典,"主恩典 何等美好
比海深 也比山高
过去现在和未来
主恩丰富奇妙
主的恩典 大大小小
主的恩典 从头到脚
白白得来 不能忘掉
感谢涌出如浪潮
啦啦啦啦啦 我要赞美
啦啦啦啦啦 我还要赞美
啦啦啦啦啦 我一生赞美
一生要来赞美主",zhu en dian he deng mei hao bi hai shen ye bi shan gao guo qu xian zai he wei lai zhu en feng fu qi miao zhu de en dian da da xiao xiao zhu de en dian cong tou dao jiao bai bai de lai bu neng wang diao gan xie yong chu ru lang chao la la la la la wo yao zan mei la la la la la wo hai yao zan mei la la la la la wo yi sheng zan mei yi sheng yao lai zan mei zhu
Z3-4,PnW,主为何,"亲爱的主，祢为何爱我卑微罪人？
离开尊贵天家降下，诞生在人世间！
亲爱的主，祢为何甘受贫寒轻慢？
我的心永不明白祢奇妙的恩爱。
亲爱的主，祢为何被挂在木头上？
遍体鳞伤鲜血淋漓，亲身还我罪债！
都是为我，都是为我，这悖逆的亡羊，
我岂能岂能忘怀祢奇妙的恩爱。",qin ai de zhu mi wei he ai wo bei wei zui ren li kai zun gui tian jia jiang xia dan sheng zai ren shi jian qin ai de zhu mi wei he gan shou pin han qing man wo de xin yong bu ming bai mi qi miao de en ai qin ai de zhu mi wei he bei gua zai mu tou shang bian ti lin shang xian xue lin li qin shen hai wo zui zhai dou shi wei wo dou shi wei wo zhe bei ni de wang yang wo qi neng qi neng wang huai mi qi miao de en ai
Z3-5,PnW,尊贵主,"尊贵主 朝拜至尊贵主
一切荣耀全能赞美归于耶稣
尊贵主 国度和权柄
从祂宝座涌归于祂 高歌颂祂
当尊崇 齐来高举主耶稣圣名
当宣扬 齐来称颂主基督我王
尊贵主 朝拜至尊贵主
祂曾受死 今得荣耀 万王之王",zun gui zhu chao bai zhi zun gui zhu yi qie rong yao quan neng zan mei gui yu ye su zun gui zhu guo du he quan bing cong ta bao zuo yong gui yu ta gao ge song ta dang zun chong qi lai gao ju zhu ye su sheng ming dang xuan yang qi lai cheng song zhu ji du wo wang zun gui zhu chao bai zhi zun gui zhu ta ceng shou si jin de rong yao wan wang zhi wang
Z4-1,PnW,在你手中,"我愿意将我全心交在你手中
毫无保留 毫无保留
我愿意将我全心交在你手中
毫无保留 毫无保留
生命中一切全是你所赐给我
赏赐在你 收取在于你
也许曾渴望拥有
但你要我慢慢学习放手
在每一分钟
现在我已经不同
生命属于你 不属于我
甘愿成为你手中
美好的工作",wo yuan yi jiang wo quan xin jiao zai ni shou zhong hao wu bao liu hao wu bao liu wo yuan yi jiang wo quan xin jiao zai ni shou zhong hao wu bao liu hao wu bao liu sheng ming zhong yi qie quan shi ni suo ci gei wo shang ci zai ni shou qu zai yu ni ye xu ceng ke wang yong you dan ni yao wo man man xue xi fang shou zai mei yi fen zhong xian zai wo yi jing bu tong sheng ming shu yu ni bu shu yu wo gan yuan cheng wei ni shou zhong mei hao de gong zuo
